Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,17,1439,36700
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23,17,1439,38700
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,17,1439,40450
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23,17,1439,34950
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,17,1439,41150
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25,18,1439,30800
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,18,1439,32550
Crossover,Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,23,17,1439,39400
Flex Fuel,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,11,549,29215
Flex Fuel,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Midsize,Cargo Van,17,13,549,32760
Flex Fuel,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,11,549,33420
Flex Fuel,GMC,Savana Cargo,2014,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,19,14,549,27710
Flex Fuel,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,11,549,32535
Flex Fuel,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,11,549,31075
Flex Fuel,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,11,549,32875
Flex Fuel,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,11,549,31415
Flex Fuel,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,11,549,29555
Flex Fuel,GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,11,549,33760
Flex Fuel,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,11,549,32455
Flex Fuel,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,11,549,33915
Flex Fuel,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,11,549,34800
Flex Fuel,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,11,549,30595
Flex Fuel,GMC,Savana,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,13,549,30970
Flex Fuel,GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,17,11,549,36030
Flex Fuel,GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,31865
Flex Fuel,GMC,Savana,2014,flex-fuel (unleaded/E85),310,8,AUTOMATIC,all wheel drive,3,Midsize,Passenger Van,17,13,549,34525
Flex Fuel,GMC,Savana,2014,flex-fuel (unleaded/E85),280,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,34160
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,17,11,549,36355
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,34015
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,35915
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,17,11,549,36700
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,32190
Flex Fuel,GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,34485
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,11,549,32990
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,16,11,549,37155
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,16,11,549,37500
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,11,549,35285
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,11,549,36715
Flex Fuel,GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,11,549,34815
"Luxury,Performance",Lexus,SC 300,1998,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,22,17,454,3211
"Luxury,Performance",Lexus,SC 300,1999,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,22,17,454,3665
"Luxury,Performance",Lexus,SC 300,2000,regular unleaded,225,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,22,17,454,4024
"Luxury,Performance",Lexus,SC 400,1998,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,23,17,454,3442
"Luxury,Performance",Lexus,SC 400,1999,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,23,16,454,4031
"Luxury,Performance",Lexus,SC 400,2000,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,23,16,454,4404
"Luxury,Performance",Lexus,SC 430,2008,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,16,454,66355
"Luxury,Performance",Lexus,SC 430,2009,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,16,454,66805
"Luxury,Performance",Lexus,SC 430,2010,premium unleaded (required),288,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,23,16,454,68405
Luxury,Hyundai,Scoupe,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,Coupe,32,23,1439,2000
Luxury,Hyundai,Scoupe,1993,regular unleaded,115,4,MANUAL,front wheel drive,2,Compact,Coupe,29,23,1439,2000
Luxury,Hyundai,Scoupe,1994,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,Coupe,30,23,1439,2000
Luxury,Hyundai,Scoupe,1994,regular unleaded,115,4,MANUAL,front wheel drive,2,Compact,Coupe,29,23,1439,2000
"Hatchback,Luxury",Hyundai,Scoupe,1995,regular unleaded,115,4,MANUAL,front wheel drive,2,Compact,Coupe,30,23,1439,2000
Luxury,Hyundai,Scoupe,1995,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,Coupe,33,24,1439,2000
"Hatchback,Luxury",Chrysler,Sebring,2008,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,16,1013,32715
"Hatchback,Luxury",Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,Midsize,Convertible,30,21,1013,26600
Flex Fuel,Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,24415
Flex Fuel,Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,20865
Flex Fuel,Chrysler,Sebring,2008,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,19840
"Luxury,Hybrid",Chrysler,Sebring,2008,regular unleaded,235,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,15,1013,28415
Flex Fuel,Chrysler,Sebring,2008,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,18,1013,29275
Flex Fuel,Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,25920
Flex Fuel,Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,20915
Flex Fuel,Chrysler,Sebring,2009,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,18,1013,30270
Hatchback,Chrysler,Sebring,2009,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,27,16,1013,35125
Flex Fuel,Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,20515
"Hatchback,Diesel",Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,Midsize,Convertible,29,20,1013,27790
Flex Fuel,Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,21810
Flex Fuel,Chrysler,Sebring,2009,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,23040
Hatchback,Chrysler,Sebring,2010,regular unleaded,235,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,27,16,1013,32710
Flex Fuel,Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,22115
Flex Fuel,Chrysler,Sebring,2010,flex-fuel (unleaded/E85),186,6,AUTOMATIC,front wheel drive,2,Midsize,Convertible,26,18,1013,29210
"Hatchback,Diesel",Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,2,Midsize,Convertible,29,20,1013,27850
Flex Fuel,Chrysler,Sebring,2010,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,1013,20120
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,18,1720,36300
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,26100
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,32300
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,22,17,1720,39700
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,28300
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,28500
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,26400
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,22,17,1720,39900
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,32700
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2016,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,18,1720,36400
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,22,17,1720,41900
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,28850
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,33600
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,25,18,1720,36900
"Flex Fuel,Luxury,High-Performance",Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,24,18,1720,26800
Hybrid,Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,30,2009,20720
Hybrid,Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,40,30,2009,17780
Hybrid,Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,30,2009,18350
"Luxury,High-Performance,Hybrid",Nissan,Sentra,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,27,2009,16530
Hybrid,Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,30,2009,17380
Hybrid,Nissan,Sentra,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,39,30,2009,19960
"Luxury,High-Performance",Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,29,2009,22170
"Luxury,High-Performance",Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,29,2009,20410
"Luxury,High-Performance,Hybrid",Nissan,Sentra,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Midsize,Sedan,36,27,2009,16780
"Luxury,High-Performance",Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,29,2009,18550
Hybrid,Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,40,30,2009,18160
"Luxury,High-Performance",Nissan,Sentra,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,38,29,2009,17760
"Luxury,High-Performance",Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,29,2009,21500
"Flex Fuel,Hybrid",Nissan,Sentra,2017,premium unleaded (recommended),188,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,27,2009,21990
"Luxury,High-Performance",Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,29,2009,18790
"Luxury,High-Performance",Nissan,Sentra,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Midsize,Sedan,35,27,2009,16990
"Luxury,High-Performance",Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,29,2009,19990
"Luxury,High-Performance",Nissan,Sentra,2017,regular unleaded,124,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,29,2009,17990
"Factory Tuner,Performance",Nissan,Sentra,2017,premium unleaded (recommended),188,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,26,2009,21990
Luxury,Kia,Sephia,1999,regular unleaded,125,4,MANUAL,front wheel drive,4,Compact,Sedan,28,21,1720,2000
Luxury,Kia,Sephia,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,Compact,Sedan,26,20,1720,2000
Luxury,Kia,Sephia,2001,regular unleaded,125,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,1720,10845
Luxury,Kia,Sephia,2001,regular unleaded,125,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,1720,12445
Luxury,Kia,Sephia,2001,regular unleaded,125,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,19,1720,11820
Luxury,Kia,Sephia,2001,regular unleaded,125,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,28,19,1720,13420
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,64320
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,47620
Flex Fuel,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,56580
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,61095
Flex Fuel,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,47620
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,53355
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,56580
Flex Fuel,Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,64320
Luxury,Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,44395
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,61855
Flex Fuel,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,57340
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,45325
Flex Fuel,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,65080
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,65080
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,57340
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,48550
Luxury,Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,54115
Flex Fuel,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,48550
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,48685
Flex Fuel,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,65215
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,45460
Flex Fuel,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,57475
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,57475
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,54250
Flex Fuel,Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,48685
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,17,13,2031,65215
Luxury,Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,13,2031,61990
Luxury,Cadillac,Seville,2002,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1624,44399
"Luxury,Performance",Cadillac,Seville,2002,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1624,49705
"Luxury,Performance",Cadillac,Seville,2003,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1624,51650
Luxury,Cadillac,Seville,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1624,45535
Luxury,Cadillac,Seville,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,24,16,1624,45975
Hatchback,Dodge,Shadow,1992,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,23,1851,2000
Performance,Dodge,Shadow,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,Convertible,29,20,1851,2000
"Hatchback,Performance",Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,24,18,1851,2000
Hatchback,Dodge,Shadow,1992,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,29,23,1851,2000
Performance,Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,2,Compact,Convertible,24,18,1851,2000
Hatchback,Dodge,Shadow,1992,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,29,20,1851,2000
"Hatchback,Performance",Dodge,Shadow,1992,regular unleaded,152,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,24,18,1851,2000
Hatchback,Dodge,Shadow,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,20,1851,2000
Hatchback,Dodge,Shadow,1993,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,23,1851,2000
Hatchback,Dodge,Shadow,1993,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,29,23,1851,2000
Hatchback,Dodge,Shadow,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,22,1851,2000
Performance,Dodge,Shadow,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,Convertible,29,22,1851,2000
Hatchback,Dodge,Shadow,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,29,22,1851,2000
Hatchback,Dodge,Shadow,1994,regular unleaded,100,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,27,21,1851,2000
Hatchback,Dodge,Shadow,1994,regular unleaded,93,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,30,23,1851,2000
Hatchback,Dodge,Shadow,1994,regular unleaded,93,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,30,23,1851,2000
Hatchback,Dodge,Shadow,1994,regular unleaded,100,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,27,21,1851,2000
"Factory Tuner,High-Performance",Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,14,5657,61295
"Factory Tuner,High-Performance",Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,14,5657,47795
"Factory Tuner,High-Performance",Ford,Shelby GT350,2016,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,15,5657,61295
"Factory Tuner,High-Performance",Ford,Shelby GT350,2016,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,14,5657,47795
"Factory Tuner,High-Performance",Ford,Shelby GT350,2017,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,15,5657,61795
"Factory Tuner,High-Performance",Ford,Shelby GT350,2017,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,Midsize,Coupe,21,14,5657,54295
"Factory Tuner,High-Performance",Ford,Shelby GT500,2012,premium unleaded (required),550,8,MANUAL,rear wheel drive,2,Midsize,Coupe,23,15,5657,48810
"Factory Tuner,High-Performance",Ford,Shelby GT500,2013,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,Midsize,Convertible,24,15,5657,59200
"Factory Tuner,High-Performance",Ford,Shelby GT500,2013,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,Midsize,Coupe,24,15,5657,54200
"Factory Tuner,High-Performance",Ford,Shelby GT500,2014,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,Midsize,Coupe,24,15,5657,55110
"Factory Tuner,High-Performance",Ford,Shelby GT500,2014,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,Midsize,Convertible,24,15,5657,60110
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1996,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,20,481,2000
Hatchback,Suzuki,Sidekick,1996,regular unleaded,95,4,MANUAL,rear wheel drive,4,Compact,4dr SUV,24,21,481,2000
"Hatchback,Luxury",Suzuki,Sidekick,1996,regular unleaded,95,4,MANUAL,four wheel drive,2,Compact,Convertible SUV,24,21,481,2000
Performance,Suzuki,Sidekick,1996,regular unleaded,95,4,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24,21,481,2000
Hatchback,Suzuki,Sidekick,1996,regular unleaded,95,4,MANUAL,four wheel drive,4,Compact,4dr SUV,24,21,481,2000
Hatchback,Suzuki,Sidekick,1997,regular unleaded,95,4,MANUAL,four wheel drive,4,Compact,4dr SUV,24,21,481,2000
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,rear wheel drive,4,Compact,4dr SUV,23,19,481,2000
Hatchback,Suzuki,Sidekick,1997,regular unleaded,95,4,MANUAL,rear wheel drive,4,Compact,4dr SUV,24,21,481,2000
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,19,481,2002
Performance,Suzuki,Sidekick,1997,regular unleaded,95,4,MANUAL,rear wheel drive,2,Compact,Convertible SUV,24,21,481,2000
"Hatchback,Factory Tuner,High-Performance",Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,four wheel drive,4,Compact,4dr SUV,23,19,481,2000
"Hatchback,Luxury",Suzuki,Sidekick,1997,regular unleaded,95,4,MANUAL,four wheel drive,2,Compact,Convertible SUV,24,21,481,2000
"Hatchback,Luxury",Suzuki,Sidekick,1998,regular unleaded,95,4,MANUAL,four wheel drive,2,Compact,Convertible SUV,24,21,481,2000
